ident,length_ft,width_ft
OSP,28872.0,197.0
OSR,45936.0,207.0
OSS,34304.0,164.0
OST,50224.0,148.0
OSU,59964.0,100.0
OSW,77600.0,195.0
OSY,10996.0,98.0
OTH,39168.0,150.0
OTI,31520.0,95.0
OTM,44252.0,175.0
OTP,91872.0,148.0
OTR,13124.0,66.0
OTU,12412.0,50.0
OTZ,38800.0,120.0
OUA,64812.0,123.0
OUD,39372.0,148.0
OUE,26904.0,98.0
OUI,19688.0,75.0
OUL,32820.0,197.0
OUZ,32808.0,
OVB,94476.0,172.5
OVD,28872.0,148.0
OWB,45976.0,125.0
OWD,32012.0,87.5
OXB,41996.0,148.0
OXC,23200.0,100.0
OXF,50376.0,117.25
OXR,23812.0,100.0
OYE,23624.0,98.0
OYL,17060.0,
OZA,24000.0,75.0
OZC,22880.0,95.0
OZH,32840.0,138.0
OZP,47204.0,200.0
OZR,56000.0,150.0
OZZ,39368.0,148.0
P08,59744.0,125.0
P52,17000.0,75.0
PAB,20140.0,82.0
PAC,23624.0,98.0
PAD,28608.0,148.0
PAE,66096.0,100.0
PAF,20220.0,
PAG,26296.0,147.0
PAH,47996.0,150.0
PAJ,15996.0,
PAL,39948.0,164.0
PAM,76556.0,175.0
PAN,18372.0,131.0
PAO,9772.0,70.0
PAP,39896.0,141.0
PAQ,44740.0,78.33333333333333
PAS,18372.0,98.0
PAT,25640.0,148.0
PAV,23624.0,148.0
PAZ,23624.0,148.0
PBC,47244.0,148.0
PBD,18000.0,150.0
PBF,23992.0,150.0
PBG,47032.0,200.0
PBH,25780.0,95.0
PBI,80612.0,125.0
PBJ,7872.0,98.0
PBL,27880.0,145.0
PBM,45668.0,148.0
PBN,13516.0,98.0
PBO,27980.0,148.0
PBP,10500.0,
PBR,35520.0,110.0
PBU,28008.0,102.0
PBX,35800.0,87.5
PCA,27300.0,85.0
PCB,26064.0,146.0
PCL,36744.0,148.0
PCN,11020.0,
PCP,17324.0,98.0
PCR,23628.0,69.0
PCS,15748.0,79.0
PCW,36020.0,75.0
PCZ,42320.0,95.0
PDA,23640.0,85.0
PDG,28160.0,148.0
PDK,68388.0,137.5
PDL,32768.0,148.0
PDO,17060.0,66.0
PDP,48988.0,136.5
PDS,26620.0,98.0
PDT,64888.0,103.33333333333333
PDU,31496.0,
PDV,32808.0,148.0
PDX,104004.0,150.0
PEA,11940.0,
PED,32812.0,246.0
PEE,42080.0,161.0
PEF,31496.0,197.0
PEG,22256.0,148.0
PEI,26508.0,148.0
PEK,141740.0,186.0
PEM,45928.0,148.0
PEN,43988.0,150.0
PEQ,48764.0,80.0
PER,73580.0,148.0
PES,32808.0,157.0
PET,42124.0,131.5
PEV,19688.0,98.0
PEW,36000.0,150.0
PFB,22308.0,75.0
PFJ,18372.0,148.0
PFN,44768.0,150.0
PFO,35432.0,148.0
PFQ,34060.0,115.0
PGA,32604.0,125.0
PGD,64116.0,150.0
PGF,49408.0,107.0
PGH,18000.0,100.0
PGK,26200.0,98.0
PGU,52460.0,148.0
PGV,56740.0,150.0
PGX,22964.0,98.0
PHA,39960.0,148.0
PHC,39384.0,197.0
PHD,24000.0,100.0
PHE,45932.0,103.5
PHF,58116.0,150.0
PHK,22932.0,87.5
PHL,121864.0,162.5
PHN,36416.0,87.5
PHS,39372.0,148.0
PHW,17964.0,60.0
PHX,118356.0,150.0
PHY,27560.0,148.0
PIA,72428.0,150.0
PIB,26004.0,150.0
PIE,134392.0,135.0
PIF,32048.0,148.0
PIH,64840.0,125.0
PIK,63200.0,149.0
PIM,20008.0,100.0
PIN,23624.0,98.0
PIO,39632.0,148.0
PIP,13120.0,75.0
PIR,55148.0,125.0
PIS,30840.0,148.0
PIT,159244.0,162.5
PIU,32808.0,148.0
PIW,8800.0,75.0
PIX,22900.0,148.0
PIZ,14076.0,80.0
PJA,18636.0,98.0
PJC,23632.0,98.0
PJG,20000.0,75.0
PJM,10828.0,
PKA,72000.0,1030.0
PKB,43124.0,150.0
PKC,80500.0,148.0
PKE,43388.0,123.0
PKN,21660.0,98.0
PKO,20996.0,
PKP,12204.0,49.0
PKR,18880.0,100.0
PKT,18504.0,59.0
PKU,29440.0,98.0
PKV,48560.0,144.0
PKW,23360.0,98.0
PKY,32808.0,148.0
PKZ,21328.0,118.0
PLH,25800.0,91.5
PLL,28476.0,148.0
PLM,32808.0,148.0
PLN,47628.0,150.0
PLO,55432.0,98.0
PLQ,26248.0,131.0
PLS,30392.0,148.0
PLU,33332.0,148.0
PLW,27124.0,98.0
PLX,53716.0,199.0
PLZ,63452.0,120.33333333333333
PMA,20012.0,98.0
PMB,15200.0,75.0
PMC,34776.0,148.0
PMD,120012.0,125.0
PMF,27848.0,148.0
PMG,26248.0,148.0
PMI,82280.0,148.0
PMK,14920.0,59.0
PML,14000.0,100.0
PMO,70864.0,172.5
PMP,47684.0,133.33333333333334
PMQ,51088.0,109.33333333333333
PMR,32940.0,172.5
PMS,37796.0,148.0
PMV,81828.0,125.0
PMW,32808.0,148.0
PMY,32808.0,148.0
PMZ,18372.0,60.0
PNA,28972.0,148.0
PNB,22308.0,98.0
PNC,28804.0,150.0
PNE,48000.0,150.0
PNH,39372.0,144.0
PNI,24004.0,150.0
PNK,29520.0,98.0
PNL,37992.0,123.0
PNM,15600.0,75.0
PNP,21940.0,98.0
PNQ,56888.0,150.0
PNR,34120.0,148.0
PNS,56016.0,150.0
PNT,23144.0,98.0
PNV,26248.0,131.0
PNY,19684.0,100.0
PNZ,36220.0,148.0
POA,29920.0,138.0
POB,42004.0,105.0
POC,34000.0,75.0
POE,16436.0,125.0
POF,20032.0,100.0
POG,24936.0,148.0
POI,36520.0,98.0
POJ,22308.0,98.0
POL,34120.0,123.0
POM,63196.0,148.0
POO,19880.0,98.0
POP,40432.0,151.0
POR,41364.0,147.5
POS,42000.0,150.0
POT,13648.0,76.0
POU,36408.0,100.0
POW,15756.0,98.0
POX,43816.0,164.0
POZ,42044.0,574.0
PPB,27692.0,115.0
PPC,19872.0,150.0
PPE,32536.0,87.0
PPG,55200.0,125.0
PPI,36536.0,98.0
PPK,32760.0,128.0
PPL,8804.0,
PPN,25064.0,98.0
PPP,41640.0,123.0
PPQ,44564.0,209.0
PPS,34120.0,148.0
PPT,45440.0,148.0
PPW,15800.0,73.0
PPY,16796.0,98.0
PQC,39372.0,150.0
PQI,53736.0,150.0
PQQ,29944.0,79.0
PRA,27560.0,148.0
PRB,42836.0,125.0
PRC,67216.0,95.0
PRG,119228.0,164.33333333333334
PRH,19684.0,98.0
PRI,17272.0,104.0
PRN,32660.0,148.0
PRV,32492.0,197.0
PRX,61000.0,150.0
PRY,40792.0,85.0
PSA,75920.0,144.5
PSC,79348.0,125.0
PSD,30828.0,148.0
PSE,27616.0,150.0
PSG,24000.0,150.0
PSH,8792.0,98.0
PSI,35996.0,151.0
PSJ,14600.0,75.0
PSL,27320.0,92.66666666666667
PSM,45284.0,150.0
PSO,30340.0,130.0
PSP,59808.0,112.5
PSR,31732.0,148.0
PSS,28872.0,98.0
PSU,13176.0,75.0
PSX,60012.0,150.0
PSY,16492.0,52.5
PSZ,26248.0,118.0
PTB,32248.0,75.0
PTG,64048.0,148.0
PTH,36000.0,100.0
PTJ,36692.0,98.0
PTK,62028.0,93.75
PTP,45996.0,148.0
PTT,22000.0,100.0
PTU,20912.0,50.0
PTY,75224.0,174.0
PTZ,20208.0,82.0
PUB,124580.0,131.25
PUC,65880.0,83.33333333333333
PUD,19684.0,98.0
PUF,32808.0,148.0
PUG,21652.0,98.0
PUJ,81368.0,148.0
PUQ,90132.0,148.0
PUS,78024.0,173.5
PUT,29260.0,145.0
PUU,21324.0,131.0
PUW,26920.0,100.0
PUY,38712.0,148.0
PUZ,32520.0,167.0
PVA,15328.0,50.0
PVC,14000.0,100.0
PVD,59124.0,150.0
PVG,196844.0,197.0
PVH,31496.0,148.0
PVK,37676.0,148.0
PVO,29804.0,89.0
PVR,40684.0,148.0
PVS,28760.0,240.0
PVU,60852.0,150.0
PWE,32808.0,138.0
PWK,52184.0,91.66666666666667
PWM,48804.0,150.0
PWQ,32808.0,148.0
PWT,44488.0,150.0
PWY,28400.0,100.0
PXE,20008.0,100.0
PXH,23624.0,98.0
PXM,30184.0,148.0
PXO,39444.0,148.0
PXU,23840.0,115.0
PYE,30120.0,
PYH,33088.0,140.0
PYJ,40680.0,138.0
PYK,48020.0,197.0
PYM,30800.0,75.0
PYP,22000.0,100.0
PYR,41196.0,148.0
PZA,19740.0,98.0
PZB,20172.0,98.0
PZE,4896.0,147.0
PZH,24004.0,98.0
PZO,26904.0,148.0
PZU,32808.0,148.0
PZY,26248.0,98.0
QAS,21652.0,98.0
QBC,16800.0,100.0
QBX,13556.0,98.0
QCJ,13124.0,98.0
QCY,36012.0,200.0
QEF,27164.0,90.0
QFD,47532.0,148.0
QFO,31272.0,115.0
QGY,33908.0,119.0
QHP,24680.0,98.0
QHR,23760.0,
QKT,24936.0,148.0
QLA,23584.0,131.0
QLS,11484.0,75.0
QLT,22308.0,131.0
QMJ,42252.0,98.0
QNC,9180.0,66.0
QNJ,17060.0,98.0
QNV,15748.0,98.0
QNX,16144.0,79.0
QOW,35432.0,148.0
QPA,14724.0,98.0
QPG,49604.0,200.0
QPS,83020.0,148.0
QPZ,39312.0,148.0
QRA,42060.0,50.0
QRM,34396.0,123.0
QRO,45932.0,148.0
QRR,29420.0,79.0
QSA,11812.0,98.0
QSC,19160.0,98.0
QSF,37992.0,148.0
QSN,13200.0,100.0
QSR,21708.0,148.0
QUO,47244.0,
QUS,19200.0,148.0
QUT,22280.0,150.0
QVY,26248.0,148.0
QXB,20996.0,98.0
QXR,26176.0,203.0
QYD,40320.0,147.5
QYR,43700.0,251.33333333333334
RAB,22572.0,92.0
RAC,43916.0,100.0
RAE,40028.0,148.0
RAH,39336.0,147.0
RAI,44340.0,123.0
RAJ,24160.0,148.0
RAK,40680.0,148.0
RAL,33008.0,74.0
RAM,19300.0,59.0
RAO,27560.0,148.0
RAP,49208.0,112.5
RAR,30552.0,150.0
RAS,38284.0,148.0
RAZ,11832.0,75.0
RBA,45932.0,148.0
RBB,15748.0,98.0
RBD,41004.0,150.0
RBE,15748.0,
RBK,24000.0,75.0
RBM,17716.0,98.0
RBR,28320.0,148.0
RBV,10000.0,
RBY,16000.0,100.0
RCA,53988.0,300.0
RCB,17060.0,69.0
RCH,21652.0,98.0
RCL,8660.0,75.0
RCM,20000.0,98.0
RCO,29920.0,148.0
RCS,32544.0,96.33333333333333
RCU,56956.0,139.5
RCZ,29968.0,300.0
RDC,12600.0,98.0
RDD,48280.0,150.0
RDG,46004.0,150.0
RDM,56152.0,125.0
RDP,36744.0,138.0
RDR,49400.0,150.0
RDS,19684.0,98.0
RDU,84280.0,133.33333333333334
RDZ,26772.0,148.0
REA,12032.0,59.0
REC,39460.0,148.0
REG,48492.0,148.0
REI,18020.0,75.0
REL,33596.0,148.0
REN,32848.0,138.0
REP,33464.0,148.0
RES,36352.0,148.0
RET,11548.0,98.0
REU,36684.0,131.5
REX,24972.0,148.0
REY,19684.0,
RFD,72812.0,150.0
RFP,18372.0,98.0
RGA,26248.0,131.0
RGI,27560.0,98.0
RGL,46576.0,148.0
RGN,44800.0,200.0
RGS,45132.0,123.0
RGT,17060.0,98.0
RHE,32572.0,157.0
RHI,67616.0,116.66666666666667
RHO,43384.0,148.0
RHV,24796.0,75.0
RIA,53804.0,123.0
RIB,23624.0,
RIC,83744.0,133.33333333333334
RID,56240.0,133.33333333333334
RIF,26400.0,75.0
RIJ,24672.0,98.0
RIL,28000.0,100.0
RIN,9844.0,75.0
RIR,12800.0,50.0
RIS,23624.0,148.0
RIU,15200.0,75.0
RIV,65240.0,150.0
RIW,52012.0,110.0
RIX,41996.0,148.0
RIY,39384.0,148.0
RJA,22840.0,150.0
RJH,24000.0,100.0
RJK,32656.0,148.0
RJL,26248.0,
RJN,39256.0,148.0
RKD,35628.0,100.0
RKE,42520.0,105.0
RKH,22000.0,100.0
RKP,57824.0,150.0
RKR,16024.0,75.0
RKS,60892.0,112.5
RKT,49344.0,148.0
RKV,49304.0,131.33333333333334
RLG,32808.0,148.0
RMA,30248.0,98.0
RME,47280.0,200.0
RMF,39372.0,148.0
RMG,56372.0,108.33333333333333
RMI,39312.0,148.0
RMK,36276.0,98.0
RML,24052.0,100.0
RMQ,48000.0,148.0
RMS,79104.0,148.0
RMT,18260.0,
RMY,13224.0,60.0
RNA,11288.0,66.0
RNB,30592.0,148.0
RND,66816.0,200.0
RNE,19160.0,98.0
RNH,24452.0,75.0
RNJ,17360.0,100.0
RNL,8824.0,66.0
RNM,20004.0,150.0
RNN,26272.0,148.0
RNO,104416.0,150.0
RNS,38712.0,123.0
RNT,21528.0,200.0
ROA,50440.0,150.0
ROB,44000.0,150.0
ROC,73612.0,133.33333333333334
ROD,29264.0,54.0
ROI,27560.0,148.0
ROK,56076.0,123.0
ROO,24280.0,98.0
ROP,24000.0,150.0
ROR,28800.0,150.0
ROS,39368.0,148.0
ROT,32212.0,131.0
ROV,75728.0,224.33333333333334
ROW,121700.0,150.0
RPB,16428.0,
RPM,20080.0,59.0
RPN,27380.0,100.0
RPR,25656.0,150.0
RQW,94296.0,147.5
RRG,16892.0,98.0
RRK,23948.0,98.0
RRS,22572.0,131.0
RSA,30184.0,98.0
RSD,28852.0,150.0
RSH,26400.0,300.0
RSL,26408.0,187.5
RST,65332.0,150.0
RSU,27560.0,148.0
RSW,48000.0,150.0
RTA,19224.0,
RTB,29396.0,148.0
RTC,18000.0,148.0
RTG,16744.0,100.0
RTM,28872.0,148.0
RTS,16968.0,59.0
RTW,29940.0,138.0
RUH,110368.0,197.0
RUK,7876.0,
RUN,77036.0,148.0
RUR,19028.0,59.0
RUS,8004.0,98.0
RUT,32680.0,87.5
RUV,18760.0,70.0
RVA,13780.0,82.0
RVD,19684.0,98.0
RVE,15748.0,98.0
RVK,11548.0,98.0
RVN,39396.0,197.0
RVR,67200.0,125.0
RVS,48488.0,83.33333333333333
RVT,37756.0,98.0
RVV,18368.0,100.0
RVY,24016.0,
RWF,24204.0,150.0
RWI,28400.0,150.0
RWL,44504.0,80.0
RWN,43060.0,101.5
RXS,24804.0,148.0
RYG,32048.0,148.0
RYK,39368.0,148.0
RYN,16468.0,98.0
RYY,25220.0,75.0
RZA,97148.0,135.2
RZE,52796.0,636.5
RZR,19680.0,148.0
S40,13800.0,60.0
S46,18600.0,66.66666666666667
SAA,35200.0,100.0
SAB,5200.0,
SAC,51296.0,133.33333333333334
SAD,43260.0,87.5
SAF,83796.0,125.0
SAH,42676.0,148.0
SAK,24764.0,90.0
SAL,52500.0,111.5
SAN,37604.0,200.0
SAP,36812.0,148.0
SAQ,20100.0,75.0
SAT,86104.0,133.33333333333334
SAU,10308.0,75.0
SAV,65412.0,150.0
SAW,39372.0,148.0
SAY,18280.0,98.0
SBA,57656.0,108.33333333333333
SBD,40004.0,200.0
SBG,24200.0,98.0
SBH,8532.0,49.0
SBK,28872.0,148.0
SBM,41608.0,87.5
SBN,74852.0,125.0
SBO,24084.0,100.0
SBP,34400.0,125.0
SBR,8396.0,
SBS,17808.0,100.0
SBU,20852.0,66.0
SBW,36144.0,148.0
SBY,42000.0,125.0
SBZ,26248.0,98.0
SCC,26000.0,150.0
SCD,21560.0,100.0
SCE,26804.0,150.0
SCH,57916.0,116.66666666666667
SCK,60416.0,112.5
SCL,98424.0,164.0
SCM,52000.0,287.5
SCN,33400.0,156.0
SCO,78572.0,148.5
SCQ,41996.0,148.0
SCS,17848.0,102.0
SCT,43308.0,148.0
SCU,70892.0,148.0
SCV,23624.0,98.0
SCW,32812.0,164.0
SCY,24856.0,66.0
SCZ,11996.0,
SDC,15200.0,60.0
SDD,38280.0,148.0
SDE,31784.0,148.0
SDF,106716.0,150.0
SDG,34640.0,148.0
SDJ,55128.0,150.0
SDK,28000.0,151.0
SDL,27428.0,148.0
SDM,44608.0,112.5
SDN,12728.0,98.0
SDP,16000.0,150.0
SDQ,44000.0,200.0
SDR,30448.0,148.0
SDS,13560.0,85.0
SDT,22980.0,151.0
SDU,33900.0,118.0
SDV,22848.0,98.0
SDX,20516.0,100.0
SDY,38908.0,100.0
SEA,163008.0,612.5
SEB,69496.0,123.0
SEE,48900.0,86.66666666666667
SEF,81656.0,262.5
SEK,23624.0,197.0
SEM,32008.0,150.0
SEN,24356.0,121.0
SEU,29920.0,
SEY,20996.0,98.0
SEZ,39200.0,151.0
SFA,39372.0,148.0
SFB,90724.0,112.5
SFD,25680.0,160.0
SFE,15748.0,98.0
SFF,54236.0,108.33333333333333
SFG,15748.0,98.0
SFH,19684.0,98.0
SFJ,36876.0,197.0
SFK,14436.0,98.0
SFL,15748.0,
SFN,30512.0,98.0
SFO,154480.0,200.0
SFQ,28412.0,98.0
SFS,36012.0,148.0
SFT,27560.0,148.0
SFZ,32840.0,112.5
SGC,36616.0,148.0
SGD,23580.0,98.0
SGF,60012.0,150.0
SGH,58032.0,125.0
SGN,89872.0,148.0
SGO,19948.0,98.0
SGQ,10340.0,75.0
SGR,32000.0,100.0
SGS,20400.0,98.0
SGU,26424.0,100.0
SGV,18372.0,98.0
SGY,14200.0,75.0
SHA,87920.0,172.5
SHB,26240.0,150.0
SHD,24008.0,150.0
SHE,41996.0,148.0
SHG,16000.0,60.0
SHH,20000.0,70.0
SHI,39368.0,200.0
SHJ,53280.0,148.0
SHL,24000.0,150.0
SHM,43548.0,123.0
SHN,20020.0,100.0
SHO,20472.0,100.0
SHR,79948.0,108.33333333333333
SHT,23636.0,79.0
SHV,58212.0,175.0
SHW,47900.0,147.0
SHX,33600.0,525.0
SID,62624.0,148.0
SIF,15644.0,98.0
SIG,21268.0,100.0
SIJ,14224.0,105.0
SIK,22008.0,100.0
SIN,141044.0,196.33333333333334
SIO,29120.0,79.0
SIP,48568.0,197.0
SIQ,15356.0,98.0
SIR,59776.0,120.0
SIS,22836.0,75.0
SIT,26000.0,150.0
SJC,106396.0,133.33333333333334
SJD,39372.0,148.0
SJE,19588.0,66.0
SJI,24096.0,98.0
SJJ,34664.0,150.0
SJK,35120.0,148.0
SJL,34120.0,148.0
SJO,39528.0,151.0
SJP,21524.0,115.0
SJT,73560.0,125.0
SJU,72072.0,175.0
SJW,44620.0,148.0
SJY,20248.0,98.0
SJZ,18532.0,148.0
SKA,55604.0,200.0
SKB,30408.0,148.0
SKD,40680.0,161.0
SKE,18384.0,105.0
SKF,46200.0,300.0
SKG,63648.0,180.5
SKH,13600.0,
SKK,16004.0,75.0
SKN,12060.0,98.0
SKO,39376.0,197.0
SKP,38712.0,148.0
SKS,78452.0,115.0
SKT,47244.0,150.0
SKU,39396.0,98.0
SKV,27756.0,118.0
SKY,24608.0,50.0
SKZ,36000.0,98.0
SLA,70864.0,123.0
SLC,153968.0,150.0
SLD,31496.0,187.0
SLE,43824.0,125.0
SLF,39440.0,148.0
SLH,10892.0,98.0
SLI,65600.0,166.66666666666666
SLK,42284.0,125.0
SLL,60644.0,103.5
SLM,59184.0,298.5
SLN,107032.0,100.0
SLP,52504.0,123.0
SLQ,12400.0,60.0
SLU,22940.0,148.0
SLV,16140.0,75.0
SLW,51908.0,148.0
SLY,35668.0,151.0
SLZ,50524.0,148.0
SMA,45352.0,164.33333333333334
SMD,24080.0,100.0
SME,23200.0,100.0
SMF,68804.0,150.0
SMI,26824.0,148.0
SMK,16004.0,75.0
SML,16000.0,75.0
SMN,20600.0,60.0
SMO,14000.0,150.0
SMQ,24240.0,98.0
SMR,22308.0,98.0
SMS,13804.0,98.0
SMV,23620.0,130.0
SMW,39400.0,100.0
SMX,45736.0,112.5
SNA,34348.0,112.5
SNB,18936.0,98.0
SNC,46544.0,114.5
SNE,18372.0,98.0
SNN,49316.0,158.0
SNO,34120.0,148.0
SNP,26000.0,150.0
SNR,31496.0,148.0
SNS,50916.0,116.66666666666667
SNU,39592.0,148.0
SNV,21780.0,98.0
SNW,22008.0,102.0
SNY,45200.0,87.5
SOA,16144.0,60.0
SOB,45208.0,204.5
SOC,34120.0,148.0
SOD,19424.0,98.0
SOF,47244.0,147.0
SOG,12600.0,98.0
SOJ,12060.0,98.0
SOM,32336.0,119.0
SON,26092.0,98.0
SOO,43624.0,93.5
SOP,30008.0,125.0
SOQ,24280.0,90.0
SOT,19684.0,98.0
SOU,22612.0,121.0
SOW,44548.0,80.0
SOY,17448.0,72.0
SOZ,34476.0,148.0
SPB,56000.0,4000.0
SPC,28872.0,148.0
SPD,24000.0,100.0
SPF,49592.0,108.33333333333333
SPG,40872.0,100.0
SPI,81196.0,150.0
SPK,87936.0,174.0
SPM,40028.0,148.0
SPN,34800.0,200.0
SPP,45932.0,147.0
SPS,144500.0,187.5
SPU,33464.0,148.0
SPW,44400.0,87.5
SPY,24936.0,98.0
SPZ,23992.0,75.0
SQG,17024.0,98.0
SQH,31496.0,
SQL,10400.0,75.0
SQO,29960.0,131.0
SQQ,88976.0,126.5
SQX,16536.0,59.0
SRA,15748.0,98.0
SRE,37200.0,98.0
SRG,24280.0,148.0
SRH,23624.0,
SRI,15224.0,79.0
SRJ,23624.0,
SRN,16008.0,
SRP,15748.0,98.0
SRQ,58036.0,150.0
SRR,58396.0,87.5
SRT,34500.0,98.0
SRX,94456.0,148.0
SRY,34752.0,148.0
SRZ,36576.0,124.0
SSA,59384.0,148.0
SSC,72068.0,150.0
SSE,26364.0,145.0
SSF,35852.0,100.0
SSG,38588.0,151.0
SSH,80864.0,148.0
SSI,36452.0,87.5
SSJ,14252.0,98.0
SSN,74800.0,150.0
SSR,7876.0,98.0
SST,19684.0,98.0
SSY,23620.0,98.0
SSZ,18240.0,148.0
STA,19028.0,98.0
STB,35340.0,130.0
STC,40000.0,112.5
STD,39960.0,148.0
STE,38652.0,97.5
STG,20000.0,150.0
STI,34380.0,148.0
STJ,51424.0,112.5
STK,28768.0,112.5
STL,146500.0,162.5
STM,31496.0,148.0
STN,40012.0,151.0
STP,57932.0,133.33333333333334
STR,43896.0,148.0
STS,44808.0,125.0
STT,28000.0,150.0
STU,35944.0,148.0
STV,29528.0,100.0
STW,34524.0,157.0
STX,40016.0,150.0
STY,30684.0,156.0
STZ,19684.0,66.0
SUA,61912.0,100.0
SUB,39372.0,148.0
SUF,31680.0,148.0
SUG,22412.0,98.0
SUI,48048.0,172.0
SUJ,32640.0,148.0
SUL,43900.0,125.0
SUN,27808.0,100.0
SUR,14000.0,100.0
SUS,49940.0,112.5
SUT,16000.0,100.0
SUU,87972.0,150.0
SUV,24516.0,100.0
SUX,62408.0,150.0
SUZ,20004.0,100.0
SVA,17600.0,100.0
SVB,18308.0,98.0
SVD,18380.0,150.0
SVG,69616.0,172.5
SVH,28024.0,100.0
SVI,19684.0,85.0
SVJ,12416.0,98.0
SVL,30184.0,148.0
SVN,45500.0,200.0
SVO,137136.0,197.0
SVP,32808.0,98.0
SVQ,44096.0,148.0
SVU,13200.0,
SVW,16400.0,150.0
SVX,72468.0,144.0
SVZ,24540.0,131.0
SWA,36744.0,148.0
SWC,29620.0,79.0
SWD,26076.0,87.5
SWF,71296.0,150.0
SWH,41600.0,98.0
SWJ,10696.0,98.0
SWQ,19016.0,98.0
SWS,28964.0,151.0
SWU,102140.0,147.66666666666666
SXB,31496.0,148.0
SXE,35772.0,98.0
SXF,86616.0,148.0
SXK,11812.0,75.0
SXL,15732.0,98.0
SXM,59440.0,148.0
SXN,21524.0,66.0
SXO,19028.0,98.0
SXQ,20000.0,132.0
SXR,48360.0,150.0
SXX,20996.0,108.0
SYA,40000.0,150.0
SYD,117192.0,148.0
SYO,26240.0,150.0
SYQ,21000.0,60.0
SYR,79056.0,150.0
SYU,9448.0,
SYX,44620.0,148.0
SYY,41996.0,113.0
SYZ,113584.0,148.0
SZA,27428.0,174.0
SZB,49604.0,148.0
SZF,39372.0,148.0
SZG,36088.0,148.0
SZK,20340.0,98.0
SZL,49600.0,200.0
SZS,10500.0,52.0
SZT,34776.0,98.0
SZW,39372.0,180.0
SZX,94488.0,172.5
SZY,26248.0,197.0
SZZ,32808.0,197.0
TAB,36008.0,159.0
TAC,28056.0,148.0
TAE,72156.0,150.0
TAF,36148.0,140.0
TAG,23348.0,98.0
TAH,16140.0,98.0
TAI,40160.0,148.0
TAK,32800.0,200.0
TAM,66272.0,114.66666666666667
TAN,21600.0,67.5
TAO,44620.0,148.0
TAP,26248.0,148.0
TAR,41996.0,148.0
TAS,103740.0,172.5
TAT,34120.0,148.0
TAY,23608.0,101.0
TAZ,55116.0,118.0
TBB,86360.0,130.0
TBF,13460.0,103.0
TBG,16928.0,
TBH,18240.0,98.0
TBJ,37664.0,148.0
TBN,24152.0,150.0
TBP,32808.0,148.0
TBS,72180.0,171.5
TBT,28216.0,98.0
TBU,54984.0,171.0
TBZ,93448.0,123.0
TCA,39580.0,78.5
TCB,28004.0,150.0
TCC,46804.0,80.0
TCE,26068.0,98.0
TCG,31232.0,144.0
TCH,23624.0,
TCL,42000.0,125.0
TCM,52432.0,105.0
TCN,26120.0,115.0
TCO,20996.0,90.0
TCP,104984.0,148.0
TCQ,32808.0,148.0
TCS,93764.0,125.0
TDD,31496.0,98.0
TDF,23304.0,100.0
TDG,19060.0,98.0
TDL,33464.0,157.0
TDR,17624.0,
TDX,19800.0,150.0
TEA,17660.0,98.0
TEB,52052.0,150.0
TED,20996.0,148.0
TEE,70868.0,123.0
TEF,26248.0,98.0
TEM,55776.0,98.0
TEQ,39376.0,148.0
TER,43480.0,197.0
TET,32900.0,148.0
TEU,14188.0,98.0
TEV,37072.0,148.0
TEX,27480.0,100.0
TEZ,36040.0,150.0
TFF,28872.0,148.0
TFL,15616.0,75.0
TFN,44620.0,148.0
TFS,41996.0,148.0
TGD,61388.0,99.0
TGG,26400.0,150.0
TGH,9316.0,75.0
TGM,26248.0,98.0
TGN,36944.0,99.66666666666667
TGR,39372.0,148.0
TGT,16640.0,102.0
TGU,24448.0,148.0
TGZ,32808.0,148.0
THE,28872.0,148.0
THF,51628.0,140.0
THG,30392.0,98.0
THL,28008.0,102.0
THN,22440.0,98.0
THO,15736.0,98.0
THR,111600.0,158.33333333333334
THS,27560.0,148.0
THU,79976.0,140.0
THZ,28212.0,98.0
TIA,36088.0,148.0
TID,39372.0,148.0
TIF,92980.0,148.0
TIH,15748.0,98.0
TII,29200.0,90.0
TIJ,38844.0,144.0
TIK,84400.0,200.0
TIM,31364.0,148.0
TIN,78720.0,150.0
TIP,81860.0,145.0
TIQ,34400.0,150.0
TIR,30000.0,148.0
TIU,47000.0,213.33333333333334
TIV,32832.0,148.0
TIW,20008.0,150.0
TIX,49276.0,125.0
TIY,20996.0,96.0
TIZ,20788.0,
TJA,40028.0,148.0
TJG,18404.0,94.0
TJH,15748.0,98.0
TJL,26248.0,98.0
TJM,74892.0,156.0
TJQ,24260.0,98.0
TJS,15092.0,75.0
TJU,39372.0,137.0
TKA,14000.0,75.0
TKC,18048.0,151.0
TKD,22980.0,148.0
TKF,46600.0,87.5
TKI,28004.0,100.0
TKJ,10036.0,50.0
TKK,24024.0,150.0
TKN,26244.0,150.0
TKP,12072.0,65.0
TKQ,23188.0,
TKS,26240.0,150.0
TKT,19684.0,98.0
TKU,32808.0,197.0
TKX,13808.0,66.0
TLA,12000.0,60.0
TLC,55120.0,148.0
TLE,36748.0,70.0
TLH,56304.0,150.0
TLI,18372.0,98.0
TLJ,15200.0,150.0
TLL,45668.0,148.0
TLM,34120.0,148.0
TLN,52780.0,156.0
TLS,85304.0,148.0
TLV,130520.0,148.0
TLX,14640.0,80.0
TMA,50792.0,83.33333333333333
TMB,56004.0,150.0
TMC,23620.0,98.0
TME,26244.0,98.0
TMI,16000.0,
TMJ,39372.0,138.0
TML,31996.0,148.0
